nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName
GHALL00301,1705,1831,1,Shapiro,HALL,Hallway MapNode 3 Floor 1,Hall
GHALL00302,1231,1781,2,Shapiro,HALL,Hall Node 3 Floor 2,Hall
GHALL00303,1580,2180,3,Shapiro,HALL,Hallway Node 3 Floor 3,Hall
GHALL003L1,1688,2167,L1,Shapiro,HALL,Hallway MapNode 3 Floor L1,Hall
GHALL00402,1230,1820,2,Shapiro,HALL,Hall Node 4 Floor 2,Hall
GHALL004L1,1666,2167,L1,Shapiro,HALL,Hallway MapNode 4 Floor L1,Hall
GHALL00502,1283,1781,2,Shapiro,HALL,Hall Node 5 Floor 2,Hall
GHALL005L1,1688,2131,L1,Shapiro,HALL,Hallway MapNode 5 Floor L1,Hall
GHALL005L2,1642,2089,L2,Shapiro,HALL,Hallway MapNode 5 Floor L2,Hall
GHALL00601,1707,2015,1,Shapiro,HALL,Hallway MapNode 6 Floor 1,Hall
GHALL00603,1685,2142,3,Shapiro,HALL,Hallway Node 6 Floor 3,Hall
GHALL006L1,1665,2116,L1,Shapiro,HALL,Hallway MapNode 6 Floor L1,Hall
GHALL00701,1708,2092,1,Shapiro,HALL,Hallway MapNode 7 Floor 1,Hall
GHALL00703,1685,2230,3,Shapiro,HALL,Hallway Node 7 Floor 3,Hall
GHALL007L2,1578,2089,L2,Shapiro,HALL,Hallway MapNode 7 Floor L2,Hall
GHALL00801,1707,2152,1,Shapiro,HALL,Hallway MapNode 8 Floor 1,Hall
GHALL00803,1685,2106,3,Shapiro,HALL,Hallway Node 8 Floor 3,Hall
GHALL008L2,1577,2195,L2,Shapiro,HALL,Hallway MapNode 8 Floor L2,Hall
GHALL00901,1707,2164,1,Shapiro,HALL,Hallway MapNode 9 Floor 1,Hall
GHALL009L2,1578,2031,L2,Shapiro,HALL,Hallway MapNode 9 Floor L2,Hall
GHALL01001,1673,2165,1,Shapiro,HALL,Hallway MapNode 10 Floor 1,Hall
GHALL01002,1340,1820,2,Shapiro,HALL,Hall Node 10 Floor 2,Hall
GHALL01003,1580,2070,3,Shapiro,HALL,Hallway Node 10 Floor 3,Hall
GHALL010L2,1550,2031,L2,Shapiro,HALL,Hallway MapNode 10 Floor L2,Hall
GHALL01102,1396,1781,2,Shapiro,HALL,Hall Node 11 Floor 2,Hall
GHALL01103,1628,2070,3,Shapiro,HALL,Hallway Node 11 Floor 3,Hall
GHALL011L2,1550,1966,L2,Shapiro,HALL,Hallway MapNode 11 Floor L2,Hall
GHALL01202,1395,1820,2,Shapiro,HALL,Hall Node 12 Floor 2,Hall
GHALL012L2,1512,1966,L2,Shapiro,HALL,Hallway MapNode 12 Floor L2,Hall
GHALL01302,1450,1781,2,Shapiro,HALL,Hall Node 13 Floor 2,Hall
GHALL01303,1580,2006,3,Shapiro,HALL,Hallway Node 13 Floor 3,Hall
GHALL013L2,1512,1909,L2,Shapiro,HALL,Hallway MapNode 13 Floor L2,Hall
GHALL01401,1749,2151,1,Shapiro,HALL,Hallway MapNode 14 Floor 1,Hall
GHALL01402,1450,1820,2,Shapiro,HALL,Hall Node 14 Floor 2,Hall
GHALL01501,1749,2224,1,Shapiro,HALL,Hallway MapNode 15 Floor 1,Hall
GHALL01502,1502,1781,2,Shapiro,HALL,Hall Node 15 Floor 2,Hall
GHALL01601,1689,2225,1,Shapiro,HALL,Hallway MapNode 16 Floor 1,Hall
GHALL01602,1502,1820,2,Shapiro,HALL,Hall Node 16 Floor 2,Hall
GHALL016L2,1512,1701,L2,Shapiro,HALL,Hallway MapNode 16 Floor L2,Hall
GHALL01701,1605,2093,1,Shapiro,HALL,Hallway MapNode 17 Floor 1,Hall
GHALL01702,1578,1820,2,Shapiro,HALL,Hall Node 17 (Exit?) Floor 2,Hall
GHALL017L2,1512,1539,L2,Shapiro,HALL,Hallway MapNode 17 Floor L2,Hall
GHALL01802,1630,1801,2,Shapiro,HALL,Hall Node 18 Floor 2,Hall
GHALL02002,1684,1801,2,Shapiro,HALL,Hall Node 20 Floor 2,Hall
GHALL02101,1600,1830,1,Shapiro,HALL,Hallway MapNode 21 Floor 1,Hall
GHALL02102,1683,1821,2,Shapiro,HALL,Hall Node 21 Floor 2,Hall
GHALL02201,1601,1866,1,Shapiro,HALL,Hallway MapNode 22 Floor 1,Hall
GHALL02202,1720,1801,2,Shapiro,HALL,Hall Node 22 Floor 2,Hall
GHALL02302,1726,1835,2,Shapiro,HALL,Hall Node 23 Floor 2,Hall
GHALL02401,1602,1928,1,Shapiro,HALL,Hallway MapNode 24 Floor 1,Hall
GHALL02702,1726,1930,2,Shapiro,HALL,Hall Node 27 Floor 2,Hall
GHALL02801,1270,1830,1,Shapiro,HALL,Hallway MapNode 28 Floor 1,Hall
GHALL02901,1262,1850,1,Shapiro,HALL,Hallway MapNode 29 Floor 1,Hall
GHALL02902,1728,2042,2,Shapiro,HALL,Hall Node 29 Floor 2,Hall
GHALL03001,1256,1858,1,Shapiro,HALL,Hallway MapNode 30 Floor 1,Hall
GHALL03002,1580,2090,2,Shapiro,HALL,Hall Node 30 Floor 2,Hall
GHALL03101,1227,1859,1,Shapiro,HALL,Hallway MapNode 31 Floor 1,Hall
GHALL03202,1684,2091,2,Shapiro,HALL,Hall Node 32 Floor 2,Hall
GHALL03301,1255,1872,1,Shapiro,HALL,Hallway MapNode 33 Floor 1,Hall
GHALL03302,1692,2124,2,Shapiro,HALL,Hall Node 33 Floor 2,Hall
GHALL03401,1284,1872,1,Shapiro,HALL,Hallway MapNode 34 Floor 1,Hall
GHALL03402,1724,2123,2,Shapiro,HALL,Hall Node 34 Floor 2,Hall
GHALL03602,1580,2208,2,Shapiro,HALL,Hall Node 36 Floor 2,Hall
GHALL03702,1692,2211,2,Shapiro,HALL,Hall Node 37 Floor 2,Hall
GHALL03802,1726,2210,2,Shapiro,HALL,Hall Node 38 Floor 2,Hall
GINFO01902,1630,1821,2,Shapiro,INFO,Info Node 19 Floor 2,Information Center Shapiro Floor 2
GLABS003L2,1729,2089,L2,Shapiro,LABS,Cardiovascular Imaging Center Floor L2,Cardiovascular Imaging Center
GLABS014L2,1512,1844,L2,Shapiro,LABS,Cardiac Stress Test Lab Floor L2,Cardiac Stress Test Lab
GLABS015L2,1512,1811,L2,Shapiro,LABS,CVRR Floor L2,CVRR
GREST004L2,1680,2090,L2,Shapiro,REST,Restroom MapNode 4 Floor L2,Restroom Shapiro L2
GREST00602,1284,1821,2,Shapiro,REST,Restroom Node 6 Floor 2,Restroom 1 Shapiro Floor 2
GREST01201,1671,2015,1,Shapiro,REST,Bathroom MapNode 12 Floor 1,Restroom Shapiro Floor 1
GREST01203,1628,2052,3,Shapiro,REST,Restroom Node 12 Floor 3,Restroom Shapiro Floor 3
GREST03102,1628,2092,2,Shapiro,REST,Restroom Node 31 Floor 2,Handicap Accessible Restrooms Shapiro Floor 2
GRETL03501,1284,1884,1,Shapiro,REST,Random Room MapNode 35 Floor 1,Secret Room Floor 1
GSERV01603,1580,1858,3,Shapiro,SERV,The Porch Node 16 Floor 3,The Porch
GSERV02301,1600,1895,1,Shapiro,SERV,ATM MapNode 23 Floor 1,ATM Floor 1
GSTAI00501,1707,1992,1,Shapiro,STAI,Stairway MapNode 5 Floor 1,Northbound Stairs Floor 2
GSTAI008L1,1720,2131,L1,Shapiro,STAI,Stairs MapNode 8 Floor L1,L1 Stairs
GSTAI00903,1685,2052,3,Shapiro,STAI,Staircase Node 9 Floor 3,Floor 3 Stairs 
GSTAI01301,1750,2014,1,Shapiro,STAI,Staircase MapNode 13 Floor 1,Southbound Stairs Floor 1
GSTAI02602,1686,1931,2,Shapiro,STAI,Stairs Node 26 Floor 2,Floor 2 Stairs Upper
GSTAI02802,1685,2041,2,Shapiro,STAI,Stairs Node 28 Floor 2,Floor 2 Stairs Lower
HBATH00102,1605,1008,2,Tower,BATH,Bathroom 1 Tower Floor 2,Bathroom 0102
HBATH00103,1785,830,3,Tower,BATH,Bathroom 1 Tower Floor 3,Bathroom 0103
HBATH00203,1750,985,3,Tower,BATH,Bathroom 2 Tower Floor 3,Bathroom 0203
HDEPT00102,2055,1330,2,Tower,DEPT,Endoscopy,Endoscopy
HDEPT00103,1725,900,3,Tower,DEPT,Dialysis Waiting Room,Dialysis WR
HDEPT00203,1690,830,3,Tower,DEPT,MICU 3BC Waiting Room,MICU 3BC WR
HHALL00102,1875,925,2,Tower,HALL,Hallway Connector 1 Floor 2,Hallway H00102
HHALL00103,1325,655,3,Tower,HALL,Hallway Connector 1 Floor 3,Hallway H00103
HHALL00202,1955,900,2,Tower,HALL,Hallway Connector 2 Floor 2,Hallway H00202
HHALL00203,1235,985,3,Tower,HALL,Hallway Connector 2 Floor 3,Hallway H00203
HHALL00302,2035,900,2,Tower,HALL,Hallway Connector 3 Floor 2,Hallway H00302
HHALL00303,1325,985,3,Tower,HALL,Hallway Connector 3 Floor 3,Hallway H00303
HHALL00402,1875,1025,2,Tower,HALL,Hallway Connector 4 Floor 2,Hallway H00402
HHALL00403,1325,1290,3,Tower,HALL,Hallway Connector 4 Floor 3,Hallway H00403
HHALL00502,1825,1025,2,Tower,HALL,Hallway Connector 5 Floor 2,Hallway H00502
HHALL00503,1680,1290,3,Tower,HALL,Hallway Connector 5 Floor 3,Hallway H00502
HHALL00602,1775,1080,2,Tower,HALL,Hallway Connector 6 Floor 2,Hallway H00602
HHALL00603,1735,925,3,Tower,HALL,Hallway Connector 6 Floor 3,Hallway H00603
HHALL00702,1740,1165,2,Tower,HALL,Hallway Connector 7 Floor 2,Hallway H00702
HHALL00703,1735,900,3,Tower,HALL,Hallway Connector 7 Floor 3,Hallway H00703
HHALL00802,1740,1230,2,Tower,HALL,Hallway Connector 8 Floor 2,Hallway H00802
HHALL00803,1735,865,3,Tower,HALL,Hallway Connector 8 Floor 3,Hallway H00803
HHALL00902,1740,1280,2,Tower,HALL,Hallway Connector 9 Floor 2,Hallway H00902
HHALL00903,1735,820,3,Tower,HALL,Hallway Connector 9 Floor 3,Hallway H00903
HHALL01002,2055,1280,2,Tower,HALL,Hallway Connector 10 Floor 2,Hallway H01002
HHALL01003,1785,820,3,Tower,HALL,Hallway Connector 10 Floor 3,Hallway H01003
HHALL01103,1690,820,3,Tower,HALL,Hallway Connector 11 Floor 3,Hallway H01103
HHALL01203,1600,820,3,Tower,HALL,Hallway Connector 12 Floor 3,Hallway H01203
HHALL01303,1600,1030,3,Tower,HALL,Hallway Connector 13 Floor 3,Hallway H01303
HHALL01403,1735,1030,3,Tower,HALL,Hallway Connector 14 Floor 3,Hallway H01403
HHALL01503,1735,985,3,Tower,HALL,Hallway Connector 15 Floor 3,Hallway H01503
HLABS00103,1235,865,3,Tower,LABS,Reproductive Endocrine Labs,Reproductive Endocrine Labs
HRETL00102,1935,860,2,Tower,RETL,Garden Cafe,Garden Cafe
HRETL00202,1615,1025,2,Tower,RETL,Vending Machine Floor 2?,Vending Machine
HRETL00302,1825,1080,2,Tower,RETL,Gift Shop Tower Floor 2,Gift Shop
HSERV00103,1750,865,3,Tower,SERV,Nursing Room,Nursing Room
HSTAI00102,2060,880,2,Tower,STAI,Stairwell 1 Floor 2,Stairwell 0102
HSTAI00103,1680,1275,3,Tower,STAI,Stairwell 1 Floor 3,Stairwell
HSTAI00202,1695,1165,2,Tower,STAI,Stairwell 2 Tower Floor 2,Stairwell 0202
HSTAI00302,1790,1230,2,Tower,STAI,Escalator 1 Floor 2,Escalator 1 Floor 2
IDEPT00103,2323,1328,3,45 Francis,DEPT,Center for Infertility and Reproductive Surgery,D1
IDEPT00203,2448,1328,3,45 Francis,DEPT,Gynecology Oncology MIGS,D2
IDEPT00303,2730,1315,3,45 Francis,DEPT,General Surgical Specialties Suite A,D3
IDEPT00403,2738,1227,3,45 Francis,DEPT,General Surgical Specialties Suite B,D4
IDEPT00503,2868,1075,3,45 Francis,DEPT,Urology,D5
IDEPT00603,2333,764,3,45 Francis,DEPT,Maternal Fetal Practice,D6
IDEPT00703,2400,764,3,45 Francis,DEPT,Obstetrics,D7
IDEPT00803,2492,887,3,45 Francis,DEPT,Fetal Med & Genetics,D8
IDEPT00903,2631,851,3,45 Francis,DEPT,Gynecology,D9
IHALL00103,2255,1290,3,45 Francis,HALL,Hallway Node 1,H1
IHALL00203,2323,1290,3,45 Francis,HALL,Hallway Node 2,H2
IHALL00303,2448,1290,3,45 Francis,HALL,Hallway Node 3,H3
IHALL00403,2570,1290,3,45 Francis,HALL,Hallway Node 4,H4
IHALL00503,2730,1290,3,45 Francis,HALL,Hallway Node 5,H5
IHALL00603,2772,1290,3,45 Francis,HALL,Hallway Node 6,H6
IHALL00703,2772,1227,3,45 Francis,HALL,Hallway Node 7,H7
IHALL00803,2772,1147,3,45 Francis,HALL,Hallway Node 8,H8
IHALL00903,2649,1075,3,45 Francis,HALL,Hallway Node 9,H9
IHALL01003,2772,1075,3,45 Francis,HALL,Hallway Node 10,H10
IHALL01103,2922,1075,3,45 Francis,HALL,Hallway Node 11,H11
IHALL01203,2220,1034,3,45 Francis,HALL,Hallway Node 12,H12
IHALL01303,2323,1034,3,45 Francis,HALL,Hallway Node 13,H13
IHALL01403,2323,993,3,45 Francis,HALL,Hallway Node 14,H14
IHALL01503,2220,944,3,45 Francis,HALL,Hallway Node 15,H15
IHALL01603,2252,851,3,45 Francis,HALL,Hallway Node 16,H16
IHALL01703,2323,851,3,45 Francis,HALL,Hallway Node 17,H17
IHALL01803,2362,851,3,45 Francis,HALL,Hallway Node 18,H18
IHALL01903,2492,851,3,45 Francis,HALL,Hallway Node 19,H19
IHALL02003,2597,851,3,45 Francis,HALL,Hallway Node 20,H20
IHALL02203,2362,764,3,45 Francis,HALL,Hallway Node 22,H22
IREST00103,2255,1255,3,45 Francis,REST,Restroom 1 - Family,R1
IREST00203,2570,1257,3,45 Francis,REST,Restroom 2,R2
IREST00303,2745,1147,3,45 Francis,REST,Restroom 3,R3
IREST00403,2300,1018,3,45 Francis,REST,Restroom 4 - M wheelchair,R4
IREST00503,2277,995,3,45 Francis,REST,Restroom 5 - F wheelchair,R5
PHALL00102,4300,630,2,45 Francis,HALL,Kiosk,HALL
WELEV00E01,3265,830,1,45 Francis,ELEV,Elevator E Floor 1,Elevator E1
WELEV00E02,3235,880,2,45 Francis,ELEV,Elevator E Floor 2,Elevator E2
WELEV00F01,3050,980,1,45 Francis,ELEV,Elevator F Floor 1,Elevator F1
WELEV00F02,3075,960,2,45 Francis,ELEV,Elevator F Floor 2,Elevator F2
WELEV00G01,2935,900,1,45 Francis,ELEV,Elevator G Floor 1,Elevator G1
WELEV00G02,2945,870,2,45 Francis,ELEV,Elevator G Floor 2,Elevator G2
WELEV00H01,2735,1070,1,45 Francis,ELEV,Elevator H Floor 1,Elevator H1
WELEV00H02,2725,1065,2,45 Francis,ELEV,Elevator H Floor 2,Elevator H2
WELEV00H03,2715,1075,3,45 Francis,ELEV,Elevator H Floor 3,Elevator H3
WELEV00HL1,2715,1070,L1,45 Francis,ELEV,Elevator H Floor L1,Elevator HL1
WELEV00J01,2385,810,1,45 Francis,ELEV,Elevator J Floor 1,Elevator J1
WELEV00J02,2385,800,2,45 Francis,ELEV,Elevator J Floor 2,Elevator J2
WELEV00J03,2365,800,3,45 Francis,ELEV,Elevator J Floor 3,Elevator J3
WELEV00JL1,2360,799,L1,45 Francis,ELEV,Elevator J Floor L1,Elevator JL1
WELEV00JL2,2360,804,L2,45 Francis,ELEV,Elevator J Floor L2,Elevator JL2
WELEV00K01,2240,985,1,45 Francis,ELEV,Elevator K Floor 1,Elevator K1
WELEV00K02,2240,965,2,45 Francis,ELEV,Elevator K Floor 2,Elevator K2
WELEV00K03,2220,985,3,45 Francis,ELEV,Elevator K Floor 3,Elevator K3
WELEV00KL1,2220,974,L1,45 Francis,ELEV,Elevator K Floor L1,Elevator KL1
WELEV00KL2,2215,974,L2,45 Francis,ELEV,Elevator K Floor L2,Elevator KL2
WELEV00L01,1810,930,1,Tower,ELEV,Elevator L Floor 1,Elevator L1
WELEV00L02,1805,925,2,Tower,ELEV,Elevator L Floor 2,Elevator L2
WELEV00L03,1790,925,3,Tower,ELEV,Elevator L Floor 3,Elevator L3
WELEV00LL1,1785,924,L1,Tower,ELEV,Elevator L Floor L1,Elevator LL1
WELEV00LL2,1785,924,L2,Tower,ELEV,Elevator L Floor L2,Elevator LL2
WELEV00M01,1810,1280,1,Tower,ELEV,Elevator M Floor 1,Elevator M1
WELEV00M02,1825,1280,2,Tower,ELEV,Elevator M Floor 2,Elevator M2
WELEV00M03,1815,1290,3,Tower,ELEV,Elevator M Floor 3,Elevator M3
WELEV00ML1,1820,1284,L1,Tower,ELEV,Elevator M Floor L1,Elevator ML1
WELEV00ML2,1820,1280,L2,Tower,ELEV,Elevator M Floor L2,Elevator ML2
WHALL00101,2160,910,1,45 Francis,HALL,Hallway Connector 1 Floor 1,Hallway W0101
WHALL00102,3345,865,2,45 Francis,HALL,Hallway Connector 1 Floor 2,Hallway W0102
WHALL00103,2060,1290,3,45 Francis,HALL,Hallway Connector 1 Floor 3,Hallway W0103
WHALL001L2,1745,1524,L2,Tower,HALL,Hallway Connector 1 Floor L2,Hallway W01L2
WHALL00201,2175,910,1,45 Francis,HALL,Hallway Connector 2 Floor 1,Hallway W0201
WHALL00202,3360,860,2,15 Francis,HALL,Hallway Connector 2 Floor 2,Hallway W0202
WHALL00203,2080,1290,3,45 Francis,HALL,Hallway Connector 2 Floor 3,Hallway W0203
WHALL002L2,1745,1539,L2,Shapiro,HALL,Hallway Connector 2 Floor L2,Hallway W02L2
WHALL00302,2085,900,2,45 Francis,HALL,Hallway Connector 3 Floor 2,Hallway W0302
WHALL00402,2105,900,2,45 Francis,HALL,Hallway Connector 4 Floor 2,Hallway W0402
WHALL00502,2085,1280,2,45 Francis,HALL,Hallway Connector 5 Floor 2,Hallway W0502
WHALL00602,2105,1280,2,45 Francis,HALL,Hallway Connector 6 Floor 2,Hallway W0602
WHALL00702,1740,1500,2,Tower,HALL,Hallway Connector 7 Floor 2,Hallway W0702
WHALL00802,1720,1745,2,Shapiro,HALL,Hallway Connector 8 Floor 2,Hallway W0802
WHALL00902,1690,2240,2,Shapiro,HALL,Hallway Connector 9 Floor 2,Hallway W0902
WHALL01002,1690,2455,2,BTM,HALL,Hallway Connector 10 Floor 2,Hallway W1002
